会員ID,登録エリア,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答施設,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度(施設全体),満足度(施設全体)の理由,0,1,5,65,1958,124823,熊川宿 エリア,,男,60代,岐阜県,羽島市,分からない/無回答,mobile/android,2023-04-28 21:25:52,4月,北陸新幹線 越前たけふ駅 エリア,道の駅「越前たけふ」,38.北陸新幹線 越前たけふ駅 エリア,越前市,丹南,日帰り,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"その他スポーツ（ゴルフ、テニスなど）
","自家用車
",どちらでもない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","1,000円以上 3,000円未満",初めて,"観光パンフレット・ポスター
",選択なし/該当施設なし,"1,000円未満",満足,感じなかった,また行きたい（1年以内）,10,53,1970,131641,越前大野城・城下町 エリア,女,50代,福井県,福井市,100万円以上 200万円未満,mobile/iphone,2023-04-29 22:39:18,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,友人,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
まちあるき、都市散策
","県外から訪れていない（福井県在住）
","10,000円以上 20,000円未満",使わない,2～5回目,"Instagram
友人・知人
","落ち着いた街並みに綺麗な景色。
あと温かい人柄。",福井県在住,38,1985,131782,一乗谷朝倉氏遺跡 エリア,30代,神奈川県,逗子市,800万円以上 900万円未満,2023-04-30 22:49:34,福井県立一乗谷朝倉氏遺跡博物館,06.一乗谷朝倉氏遺跡 エリア,福井市・永平寺町,小学生以下連れの家族,"地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
友人・親戚を尋ねる
","新幹線
","30,000円以上 40,000円未満","インターネット・アプリ
",不満,施設はなかなか見応えあり満足だったのですが、チケット販売受付の方が大変無愛想で、こちらの質問にとても冷たく対応され不快感を覚えました。その点だけとても残念に思いました。博物館のスタッフの方は皆様にこやかでしたが、復原町並の方のおばさん、なんとかして欲しいです。,機会があれば行きたい,8,132017,レインボーライン エリア,京都府,宇治市,300万円以上 400万円未満,2023-05-01 22:59:08,5月,77.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,夫婦2人,"地元の美味しいものを食べる
","40,000円以上 50,000円未満",とても満足,9,57,1966,132126,大本山 永平寺 エリア,兵庫県,姫路市,700万円以上 800万円未満,2023-05-02 22:17:08,大本山 永平寺,34.大本山 永平寺 エリア,永平寺町,2泊,福井エリア（福井市・永平寺町）,"名所、旧跡の観光
スポーツ観戦や芸能鑑賞（コンサート等）
","インターネット・アプリ
ブログ
観光協会等の案内所
",越前大野城,北の庄城址・柴田公園,49,1974,132330,道の駅「恐竜渓谷かつやま」 エリア,40代,石川県,金沢市,400万円以上 500万円未満,2023-05-03 23:22:22,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市,勝山市観光まちづくり(株),"地元の美味しいものを食べる
名所、旧跡の観光
",千古の家(坪川家住宅),33,1990,132644,無回答,静岡県,駿東郡,100万円未満,2023-05-04 23:39:54,三国・あわらエリア（あわら市・坂井市）,その他家族,"宿でのんびり過ごす
名所、旧跡の観光
","新聞・雑誌・ガイドブック
インターネット・アプリ
",道の駅「九頭竜・和泉ふれあい会館」,東尋坊,大野城の入館料が高いため,霧が出ていなかったため,感じた,駐車場周辺道路が狭い,無料駐車場、無料休憩所,湧き水を安心して飲める設備。ひしゃくは皆が口づけするので敬遠したい。,どちらともいえない,安価でカニの食べ放題ができるとよいが、現状、高くて手が出ない,56,1967,132854,愛知県,名古屋市港区,2023-05-05 23:40:12,"名所、旧跡の観光
",きれいに掃除もされていて、歩いていて気持ちよかったです。,観光マップの食事や城下町に何があるのか分かりづらかったです。,お城からの景色がとてもよく、お城までの自然の中を歩くのも、とても気持ちよかったです。,お城目的で、城下町の下調べ無しで出掛けたので、もう少し分かりやすい掲示板やマップがほしかったです。お蕎麦やさん情報も欲しかったです。,お蕎麦が好きなので、美味しいお蕎麦を紹介してほしいです。,37,1986,133075,web,野々市市,2023-05-06 23:56:53,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,"お祭りやイベントへの参加・見物
友人・親戚を尋ねる
","友人・知人
",西山動物園,58,1965,133232,明通寺 エリア,東京都,墨田区,2023-05-07 23:50:42,73.明通寺 エリア,小浜市,嶺南西部,(株)まちづくり小浜,"新聞・雑誌・ガイドブック
",若狭フィッシャーマンズワーフ,明通寺、国宝だから。,水羊羹を買おうと思ったが原材料が国産の記載が無かったため購入しなかった。その他の加工品でも原材料の産地の記載をして欲しい。,24,1999,133011,うるしの里 エリア,20代,2023-05-08 23:31:17,福井駅前 エリア,福井市観光物産館 福福館,01.福井駅前 エリア,4泊以上,11回目以上,営業時間,131930,江戸川区,"900万円以上 1,000万円未満",2023-05-09 23:17:05,3泊,"在来線
","路線バス
","50,000円以上 100,000円未満",養浩館庭園,47,1976,133261,港区,"1,500万円以上",2023-05-10 23:57:15,石川県加賀市,"まちあるき、都市散策
","飛行機
","レンタサイクル
",坂がきつかったが、食べ物のお店にちょこちょこ寄れたのは良かった,"20,000円以上 30,000円未満","観光協会等の案内所
",一乗谷朝倉氏遺跡,観光地観光地していて、厳かな雰囲気ではなく残念だった,胡麻豆腐が有名で購入はしたが、割高だなぁと感じた。胡麻豆腐に限らず、せっかくのご当地なら、ご当地だからこその価格帯になると嬉しい。東京で買うのと一緒ではつまらない。,7,74,1949,133482,70代,滋賀県,近江八幡市,2023-05-11 23:55:37,あわら湯のまち エリア,大江戸温泉物語芦原温泉あわら,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,"宿でのんびり過ごす
温泉や露天風呂
",越前がにミュージアム
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,,,,地元の特産品や地元の飲食店のアピールがもっとあればうれしいです。,,,,,,,,,,,,,,,,,夫婦2人,,,満足,"20,000円以上 30,000円未満","10,000円以上 20,000円未満",,,,,,,感じなかった,,,,,,,女,,,,,mobile/iphone,,,,,,,,,,2～5回目,,,,,,,,,,,,,,,嶺南西部,,,,"5,000円以上 10,000円未満",,,,また行きたい（1年以内）,,,,,,,,5月,,,,,,,,,,,,,,,うみんぴあ大飯 エリア,,,,,道の駅「うみんぴあ大飯」,84.うみんぴあ大飯 エリア,おおい町,,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,,,,選択なし/該当施設なし,,,,,60代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,うみんぴあ大飯 エリア,,,,,,,,,,,京都府,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,63,1960,133375,京都市下京区,400万円以上 500万円未満,2023-05-10 09:08:51,福井県外には宿泊しない,"宿でのんびり過ごす
買い物、アウトレット
","自家用車
","自家用車
",,"5,000円以上 10,000円未満","インターネット・アプリ
宿泊施設
",選択なし/該当施設なし,ゆっくりできたので。,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,,,,,,,,,,,夫婦2人,,,満足,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,,,,,感じた,,,,,,,男,,,,,mobile/android,,,,,,,,,,2～5回目,,,,,,,,,,,,,,,丹南,,,,"5,000円以上 10,000円未満",,,,機会があれば行きたい,,,,,,,,5月,,,,,,,,,,,,,,,北陸新幹線 越前たけふ駅 エリア,,,,,道の駅「越前たけふ」,38.北陸新幹線 越前たけふ駅 エリア,越前市,,福井エリア（福井市・永平寺町）,,,,選択なし/該当施設なし,,,,,60代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北陸新幹線 越前たけふ駅 エリア,,,,,,,,,,,福井県,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,66,1957,133373,吉田郡,400万円以上 500万円未満,2023-05-10 07:40:39,京都府,"お祭りやイベントへの参加・見物
","自家用車
","自家用車
",,"5,000円以上 10,000円未満","観光パンフレット・ポスター
観光協会等の案内所
",越前和紙の里,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,,3世代,,,どちらでもない,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,,,,,感じなかった,,,,,,,女,,,,,mobile/iphone,,,,,,,,,,初めて,,,,,,,,,,,,,,,嶺南西部,,,,"10,000円以上 20,000円未満",,,,機会があれば行きたい,,,,,,,,5月,,,,,,,,,,,,,,,若狭フィッシャーマンズワーフ エリア,,,,,若狭フィッシャーマンズワーフ エリア,70.若狭フィッシャーマンズワーフ エリア,小浜市,,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,,,,小浜市水産食品センター（若狭小浜お魚センター）,,,,,30代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,,,,,,,,,,,滋賀県,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,37,1986,133099,高島市,500万円以上 600万円未満,2023-05-10 07:37:42,福井県外には宿泊しない,"その他
","自家用車
","自家用車
",,"20,000円以上 30,000円未満","観光パンフレット・ポスター
",日本海さかな街,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,自分ひとり,,,どちらでもない,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",,,,,,,感じなかった,,,,,,,男,,,,,mobile/iphone,,,,,,,,,,2～5回目,,,,,,,,,,,,,,,あわら市・坂井市,,,,使わない,,,,機会があれば行きたい,,,,,,,,5月,,,,,,,,,,,,,,,丸岡城 エリア,,,,,丸岡城 エリア,13.丸岡城 エリア,坂井市,,三国・あわらエリア（あわら市・坂井市）,,,,越前大野城,,,,,60代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丸岡城 エリア,,,,,,,,,,,奈良県,,,,,,,,,,,,,,,,,,,,1泊,,,,,,,,,,,,67,1956,133371,橿原市,分からない/無回答,2023-05-10 06:51:56,石川県加賀市,"温泉や露天風呂
名所、旧跡の観光
","自家用車
","自家用車
",,"3,000円以上 5,000円未満","インターネット・アプリ
",選択なし/該当施設なし,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,女,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"レンタカー
",,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,東尋坊,,満足,感じた,,,,,,,,,,,200万円以上 300万円未満,,,,,,,,,"1,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"観光協会等の案内所
",,,,,,,,,,,5月,,,,,2泊,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東尋坊 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,59,1964,133479,50代,埼玉県,川越市,2023-05-11 23:47:30,丸岡城 エリア,丸岡城 エリア,13.丸岡城 エリア,坂井市,あわら市・坂井市,"名所、旧跡の観光
",大本山永平寺
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,女,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"レンタカー
",,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,丸岡城,,満足,感じなかった,,,,,,,,,,,200万円以上 300万円未満,,,,,,,,,"5,000円以上 10,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"観光協会等の案内所
",,,,,,,,,,,5月,,,,,2泊,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東尋坊 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,59,1964,133479,50代,埼玉県,川越市,2023-05-11 23:41:52,大本山 永平寺 エリア,大本山 永平寺,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,"名所、旧跡の観光
",一乗谷朝倉氏遺跡
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,女,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"在来線
",,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,一乗谷朝倉氏遺跡,,どちらでもない,感じなかった,,,,,,,,,,,200万円以上 300万円未満,,,,,,,,,"1,000円以上 3,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"観光協会等の案内所
",,,,,,,,,,,5月,,,,,2泊,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東尋坊 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,59,1964,133479,50代,埼玉県,川越市,2023-05-11 23:36:15,福井駅前 エリア,福井市観光物産館 福福館,01.福井駅前 エリア,福井市,福井市・永平寺町,"名所、旧跡の観光
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,"ご当地名産品がよくわかった。
福井県に限らないが、ここでしか売って無かった～。買っておけば良かったがあった",女,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"レンタカー
",,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,選択なし/該当施設なし,,不満,感じなかった,,,,,,,,,,,200万円以上 300万円未満,,,,,,,,,"1,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"観光協会等の案内所
",,,,,,,,,,,5月,,,,,2泊,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東尋坊 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,59,1964,133479,50代,埼玉県,川越市,2023-05-11 23:17:52,東尋坊 エリア,東尋坊 エリア,10.東尋坊 エリア,坂井市,あわら市・坂井市,"名所、旧跡の観光
",丸岡城
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,男,,,,,mobile/android,,,,,,,,,,石川県金沢市,,,"自家用車
",,"1,000円未満",使わない,"3,000円以上 5,000円未満",,,選択なし/該当施設なし,,満足,感じなかった,,,,,,,,,,,100万円以上 200万円未満,,,,,,,,,"3,000円以上 5,000円未満",,2～5回目,,,,,,,,,,,,,,,,,,,,"インターネット・アプリ
",,,,,,,,,,,5月,,,,,福井県内には宿泊しない,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,1963,133476,60代,兵庫県,加古川市,2023-05-11 21:18:34,湖上館パムコ（水月湖）エリア,湖上館パムコ（水月湖）エリア,82.湖上館パムコ（水月湖） エリア,若狭町,嶺南東部,"地元の美味しいものを食べる
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,女,,,,,mobile/android,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,選択なし/該当施設なし,,満足,感じなかった,,,,,,,,,,,200万円以上 300万円未満,,,,,,,,,"1,000円以上 3,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"インターネット・アプリ
",,,,,,,,,,,5月,,,,,1泊,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,明通寺 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,74,1949,133472,70代,静岡県,浜松市南区,2023-05-11 20:22:19,明通寺 エリア,明通寺 エリア,73.明通寺 エリア,小浜市,嶺南西部,"名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保育園でもらったチラシ,0,,,,,,,女,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"自家用車
",,"5,000円以上 10,000円未満",使わない,"3,000円以上 5,000円未満",,,選択なし/該当施設なし,,満足,感じた,,,,,,,,,,,100万円以上 200万円未満,,,,,,,,,"1,000円未満",,2～5回目,,,,,,,,,,,,,,,,,,,,"観光パンフレット・ポスター
友人・知人
その他
",,,,,,,,,,,5月,,,,,福井県内には宿泊しない,,小学生以下連れの家族,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井県内には宿泊しない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,1987,132926,30代,福井県,福井市,2023-05-11 20:02:29,うみんぴあ大飯 エリア,道の駅「うみんぴあ大飯」,84.うみんぴあ大飯 エリア,おおい町,嶺南西部,"テーマパーク（遊園地、動物園、博物館など）
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,女,,,,,mobile/android,,,,,,,,,,石川県金沢市,,,"レンタカー
",,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,選択なし/該当施設なし,,とても満足,感じなかった,,,,,,,,,,,200万円以上 300万円未満,,,,,,,,,"3,000円以上 5,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"新聞・雑誌・ガイドブック
友人・知人
",,,,,,,,,,,5月,,,,,2泊,,友人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安禅寺 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,63,1960,133467,60代,群馬県,伊勢崎市,2023-05-11 19:30:54,大安禅寺 エリア,大安禅寺 エリア,08.大安禅寺 エリア,福井市,福井市・永平寺町,"宿でのんびり過ごす
地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,女,,,,,mobile/android,,,,,,,,,,その他,,,"自家用車
",,使わない,使わない,"3,000円以上 5,000円未満",,,選択なし/該当施設なし,,満足,感じなかった,,,,,,,,,,,400万円以上 500万円未満,,,,,,,,,"1,000円以上 3,000円未満",,2～5回目,,,,,,,,,,,,,,,,,,,,"観光展・物産展
インターネット・アプリ
",,,,,,,,,,,5月,,,,,4泊以上,,自分ひとり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北ノ庄 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,34,1989,133470,30代,福井県,福井市,2023-05-11 19:29:25,北ノ庄 エリア,北ノ庄 エリア,03.北ノ庄 エリア,福井市,福井市・永平寺町,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,女,,,,,mobile/android,,,,,,,,,,石川県金沢市,,,"レンタカー
",,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","30,000円以上 40,000円未満",,,一乗谷朝倉氏遺跡,,満足,感じなかった,,,,,,,,,,,100万円以上 200万円未満,,,,,,,,,"1,000円以上 3,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"友人・知人
",,,,,,,,,,,5月,,,,,2泊,,友人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福井エリア（福井市・永平寺町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大安禅寺 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,71,1952,133466,70代,群馬県,前橋市,2023-05-11 19:26:36,大安禅寺 エリア,大安禅寺 エリア,08.大安禅寺 エリア,福井市,福井市・永平寺町,"地元の美味しいものを食べる
名所、旧跡の観光
",選択なし/該当施設なし
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,自然と素朴さを感じたいです。,女,,,,,mobile/iphone,,,,,,,,,,滋賀県,,,"自家用車
",,"20,000円以上 30,000円未満","30,000円以上 40,000円未満","40,000円以上 50,000円未満",,,メタセコイア並木（滋賀県）,,とても満足,感じなかった,,,,,,,,,,,600万円以上 700万円未満,,,,,,,,,"40,000円以上 50,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"インターネット・アプリ
",,,,,,,,,,,5月,,,,,1泊,,夫婦2人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,明通寺 エリア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,55,1968,133463,50代,愛知県,名古屋市昭和区,2023-05-11 19:20:58,明通寺 エリア,明通寺 エリア,73.明通寺 エリア,小浜市,嶺南西部,"宿でのんびり過ごす
名所、旧跡の観光
",レインボーライン
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,男,,,,,mobile/iphone,,,,,,,,,,福井県外には宿泊しない,,,"在来線
",,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",,,選択なし/該当施設なし,,満足,感じなかった,,,,,,,,,,,300万円以上 400万円未満,,,,,,,,,"3,000円以上 5,000円未満",,初めて,,,,,,,,,,,,,,,,,,,,"観光展・物産展
Instagram
宿泊施設
",,,,,,,,,,,5月,,,,,1泊,,職場の同僚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小浜 エリア（宿泊施設）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,25,1998,133462,20代,千葉県,市川市,2023-05-11 19:05:45,小浜 エリア（宿泊施設）,ホテルアーバンポート,69.小浜 エリア（宿泊施設）,小浜市,嶺南西部,"出張など仕事関係
",人魚の浜海水浴場
