親番号,子番号,施設名称,電話番号,〒,住所,経度,緯度,営業時間,定休日,店舗URL,施設説明文
300038,4,ビーチマートまるさん,0778-37-1212,916-0422,丹生郡越前町厨70-193,135.996821,35.915903,（平日）9:00～17:30／（土・日・祝）8:30～17:00,毎週水曜日、年末年始,https://www.town-echizen.jp/spot/spot05Detail.php?id=343,新鮮な海産物のほか、スーパーやコンビニのように食材やお惣菜も買える魚屋さんです。
300038,5,料理宿やまざき,0778-37-1016,916-0422,丹生郡越前町厨16-53-1,135.998702,35.928053,-,-,https://yamazaki-r.co.jp/,築100年以上もの歴史を持つ加賀近郊の古民家が、2007年11月、越前海岸に「料理宿やまざき」として生まれ変わりました。創業100年以上の老舗旅館のもてなしに古民家の趣が見事に融合し、2010年度には【グッドデザイン賞】を受賞。
300039,1,道の駅パークイン丹生ヶ丘,0778-34-2850,916-0142,丹生郡越前町上川去45-1-7,136.119506,35.969486,10:00～17:00,毎週火曜日（祝祭日の場合はその翌日）・年末年始,https://www.town-echizen.jp/spot/spot05Detail.php?id=460,福井県の主要道路である北陸自動車道、国道8号と越前海岸を走る国道305号との重要な連絡路である国道417号沿いに位置し、福井総合植物園（プラントピア）をアピールし、長い歴史や豊富な文化財などの観光資源の情報を、一堂に集めた、休憩、憩いの場です。
300039,2,越前糸生温泉 泰澄の杜,0778-34-2322,916-0111,丹生郡越前町小倉88-55-1,136.093199,35.997476,-,-,http://taichou-no-mori.jp/,広々とした大浴場でゆったり、のんびりとおくつろぎいただけます。また、木立を吹き抜ける風と小鳥のさえずりがここちよい露天風呂が大人気です。大自然に囲まれた環境なので、四季折々な風景を楽しみながら露天風呂をお楽しみください。ご宿泊、日帰りでも温泉をご利用いただけます。
300039,3,越前町立 福井総合植物園プラントピア,0778-34-1120,916-0146,丹生郡越前町朝日17-3-1,136.118901,35.968775,9～17時（入園受付は16時まで）,火曜定休（祝日の場合は翌日）,http://www.fukui-bot.jp/,"日本海側最大規模の25ヘクタール広さを持つ植物園です。自然の地形を生かした植物園であり、植物館を併設しています。来園者に分かりやすいように、園内には、サクラ園、ドングリ園、ロックガーデンなど計35の植物コーナーが設けられ、計3,000種の植物が植えられている。子供から大人まで一般の人から専門家まで大いに楽しめ憩える植物園です。"
300039,4,めん房 新月亭,0778-34-0170,916-0147,丹生郡越前町内郡14-21,136.13045,35.973315,"平日／[昼]11:00～14:30(LO14：00) [夜]17：00～21：30(LO21:00)
土曜・日曜・祝日／11:00～21:30(LO21:00)",月曜日　※祝日の場合、翌日に振替えます,http://www.singetutei.jp/,"創業、昭和２９年の福井県越前町に店を構える「めん房 新月亭」です。
地元産のそば粉と厳選した水で練り上げた、ノド越しの良くコシの強い蕎麦や、
最大５日以上熟成した麺が特徴のうどんなど、こだわり続けた味を提供しております。
また、おそば・うどん以外にも、お鍋や宴会料理などもご用意して
皆様のお越しをお待ちしております。"
300039,5,朝日風月堂,0778-34-0062,916-0141,丹生郡越前町西田中8-34,136.128985,35.976767,8:30～18:30,不定休,-,"一つ一つ丁寧に作られた和菓子たちは、和菓子が苦手なお子様でも食べられるホッとする優しい甘さに仕上がっています。
あんこと皮のしっとり感と皮の厚みが絶妙な「田舎まんじゅう」はお店の人気商品です！
カフェコーナーもあるので、お気に入りのお菓子を選んだらゆっくりティータイムもお楽しみ頂けます"
300040,1,劔神社,0778-36-0404,916-0215,丹生郡越前町織田113-1,136.055395,35.957828,-,-,http://tsurugi-jinja.jp/,劔（つるぎ）神社は、1800年の歴史を有し、毎年多くの初詣客でにぎわう神社としても知られています。戦国武将織田信長の祖先は、当社の神官で、出身地の地名を取って「織田氏」を名乗ったとされます。本殿は県の指定文化財に、梵鐘は国宝に、また秋に奉納される太鼓「明神ばやし」は、県の無形民俗文化財にそれぞれ指定されています。
300040,2,越前町 織田文化歴史館,0778-36-2288,916-0215,丹生郡越前町織田153-1-8,136.054109,35.958932,10：00～18：00（入館は閉館の30分前まで）,毎週月曜日（月曜日が祝祭・振替休日にあたる場合は翌日休館）・祝日の翌日（土日をのぞく）・年末年始（12/28～1/3）,https://www.town.echizen.fukui.jp/otabunreki/,歴史資料館・図書館・文化交流ホールを有する複合施設です。資料館では、越前二ノ宮劔神社と神仏習合、織田信長と劔神社、越前焼の歴史などをテーマに、考古・文献資料や模型・復元住居を展示しています。
300040,3,手づくりお惣菜 じんべえ,0778-36-0303,916-0215,丹生郡越前町織田（劔神社前）,136.05606,35.957195,10:00～18:00,毎週水曜,https://www.zinbe.com/,"じんべえは福井県丹生郡織田にある、お袋の味が味わえる
全て手づくりのお惣菜屋さんです。
食材は旬の食材を使用。
食べ放題のランチバイキングは、
地元の方から観光客の方々まで大好評です！
オンラインショップでは、
おふくろの味がご自宅で手軽に楽しめます。"
300040,4,織田の菓子処 阿んま屋,0778-36-0179,916-0204,丹生郡越前町中10-1-1,136.052739,35.961661,8:00～19:00,火曜,http://www.anmaya.jp/,"｢生どらやき｣のお店として、県内外からご好評をいただいています。
｢生どらやき｣は他に類を見ないほどの豊富な種類を揃えています。季節感溢れるものや地元産の素材、健康素材を取り入れたものなど、ご賞味いただくお客様に味覚と視覚を楽しんでいただけるよう心がけています。
そしてさらに、お客様からの新たなニーズに応えられるよう、日々、努力しております。"
300041,1,越前陶芸村,0778-32-2174,916-0273,丹生郡越前町小曽原6-12,136.060841,35.933875,9:00～17:00,月曜,http://www.tougeikan.jp/,広大な陶芸公園の各所に桜が植えられているため、見ごろの時期には公園内どこでも桜を眺めながら散策できる。４月中旬には「越前陶芸村しだれ桜まつり」、５月下旬には「越前陶芸まつり」などイベントも多く開催される。
300041,2,越前陶芸村文化交流会館,0778-32-3200,916-0273,丹生郡越前町小曽原7-8,136.059584,35.93295,9：00～17：00（最終入館は16：30）,毎週月曜日（休日を除く）・休日の翌日（土・日・休日を除く）年末年始：１２月２８日～１月４日,http://www.echizen-kk.jp/bunka.html,自然と美しい環境の中で、より多くの方に文化に親しんでいただくための舞台として、また様々な文化・芸術活動にご利用いただける施設。特に、現代越前焼作家５０人のカップ１５０個の中から好みのカップでコーヒーが飲めるコーヒーコーナーでは、ゆったりと流れる時間を楽しみ、陶芸公園の景観美を体験できます。ギャラリーでは、越前焼作家の作品展示なども行っており、陶芸村の文化の発信基地となっています。
300041,3,越前焼の館,0778-32-2199,916-0273,丹生郡越前町小曽原5-33,136.05844,35.944608,"平日　 10時～16時
土日祝  9時～17時",年末年始：１２月２９日～翌年１月１日,http://www.echizenyaki.com,"越前焼の窯元の商品や作品を一堂に展示即売しています。ゆったりとしたスペースには伝統的な自然釉の壷や花瓶などをはじめ日常的に使われる皿や鉢、さらに現代的なビアマグやワインカップなどバラエティに富んだ約1,000アイテムの商品が常時展示されており、六古窯のひとつである越前焼を直接買い求めることができます。"
300041,4,福井県陶芸館,0778-32-2174,916-0273,丹生郡越前町小曽原120-61,136.0582881,35.9348693,開館時間9：00～17：00　　＊入館は16:30まで,月曜日（休日を除く）、休日の翌日（土・日・休日を除く）、年末年始,http://www.tougeikan.jp/,日本六古窯の1つに数えられる越前焼の振興を目的として、昭和46年（1971）に開館。越前焼の歴史の解説や現在の越前焼の展示販売、窯元実演などを行っています。陶芸教室では、オリジナルの越前焼をつくることもできます。
300041,5,越前古窯博物館,0778-32-2174,916-0273,丹生郡越前町小曽原107-1-169,136.0594626,35.9358695,"開館時間9：00～17：00　　
＊入館は16:30まで",月曜日（休日を除く）、休日の翌日（土・日・休日を除く）、年末年始,https://www.tougeikan.jp/koyou/,"越前古窯博物館は、国登録有形文化財を展示する「資料館」、福井の古民家を移築した「旧水野家住宅」、本格的な茶室「天心堂」・「天心庵」から構成されます。
資料館では国登録有形文化財「福井県陶磁器資料（水野コレクション）」を展示して平安時代から近現代までの越前焼を紹介します。 


"
300041,6,十割蕎麦 だいこん舎,0778-32-3735,916-0273,丹生郡越前町小曽原120-3-20,136.058018,35.933898,"平日　11:00-15:00

土日祝日　11:00-17:00",月曜（祝日の場合は翌日）、臨時休業あり,https://www.soba-daikonya.com/,"越前陶芸村にある蕎麦屋「十割蕎麦 だいこん舎」です。

福井でのびのび育った玄蕎麦を100%使用した、石臼挽自家製粉の十割蕎麦が味わえます。

また、日本六古窯にも数えられる「越前焼」のうつわにもこだわっています。

蕎麦屋をはじめて25年目。

お蕎麦と陶芸村のまんなかで、みなさまのお越しをお待ちしています。"
300041,7,料理旅館 樹香苑,0778-32-2332,916-0273,丹生郡越前町小曽原7-7-1,136.060586,35.932542,-,-,http://fukui-ryokan.com/,"福井の自然豊かな山里に囲まれた越前陶芸村の敷地内に佇む料理旅館 樹香苑。
木造で出来た旅館では、木の優しいぬくもりが感じられる全５室の客室にて、福井で採れた旬の美味しい料理を味わいながら心ゆくまでくつろいでいただけます。 また、越前陶芸村は福井でも陶芸体験ができる事で知られており、唯一自分だけのオリジナル陶芸が作れます。
冬は越前がにの水揚げで知られる福井県越前町の海岸線まで車で１５分の好立地に佇む料理旅館樹香苑で、福井名物冬の王者越前がにを是非お楽しみください。"
300041,8,菓子処 江雲堂,0778-32-2037,916-0255,丹生郡越前町江波24-44-1,136.063847,35.939598,8:30～18:00,毎週月曜日（月曜休日の場合は火曜日が休みとなります。）　1月1日,http://koundo-fukui.com/,"当店は越前陶芸村の近くに位置し、
越前焼きにちなんだ和菓子をはじめ、
丁寧に作りあげたお菓子を数多く取り揃えています。
長年地元に愛され続けてきた味を是非ご賞味ください。"
300042,1,越前岬水仙ランド,0778-37-2501,916-0303,丹生郡越前町血ヶ平27-1-2,135.965546,35.981527,9：00～17：00（冬期は9：00～16：00）,"毎週木曜日
１１月から３月までは無休",http://www.echizen-kk.jp/suisen.html,日本海に望む断崖の上に白くそびえ立つ越前岬灯台。その風景をバックに広がる日本三大群生地の一つである越前岬水仙卿。その中にある越前岬水仙ランドでは、越前水仙が一面に広がり、越前水仙を心いくまで楽しむことができます。
300042,2,蟹かに亭 水仙ランド店,0778-43-6272,916-0303,丹生郡越前町血ヶ平25-2,135.961033,35.982142,11:00～20:00,木曜,https://www.town-echizen.jp/spot/spot04Detail.php?id=510,"越前漁港から水揚げ直送された新鮮な魚介を使った海鮮料理、 冬には全国的にも有名な越前がにをご提供可能です。
当店は国定公園内の越前岬水仙ランド下に構え、 また多数の肩書を持つ場所の中、 国の「重要文化的景観」 「日本の夕陽百選」 「福井ふるさと百景」 恋する灯台に認定された「越前岬灯台」 「日本三大水仙群生地」 に当店はあります。

メニューでは 越前がにはもちろん、越前産魚介類、ソースかつ丼や蕎麦など福井名物を揃え、比較的リーズナブルにご提供できるよう心がけます。
又、器には「越前焼」を使用しており ここに来るだけで「福井観光・旅行」が一気に楽しめる環境をご提供致します。
そして ランチタイムの後にはカフェタイム、ディナータイムもあり、用途に応じてお楽しみいただけます。"
300042,3,岬茶屋 花のゆめ,0778-37-0511,916-0301,丹生郡越前町梨子ヶ平2-1,135.96625,35.991989,9:00～16:00,木曜,https://www.hananoyume.jp/,"福井県の越前海岸有数の名所「呼鳥門」の目の前にあるお店「岬茶屋 花のゆめ」。南越前町の料理民宿「たまむら」が経営する姉妹店で、土産物の売店や、定食･丼ものが食べられるレストランを備えた
「レスト有情(うじょう)」に隣接した料理屋です。"
300042,4,蕎麦café Maruta屋,0778-37-0731,916-0311,丹生郡越前町梅浦114-1,135.977556,35.957286,平日11:00〜17:00、土日10:00～18:00,月、火,http://marutaya-cafe.hungry.jp/,『時間を忘れてちょっと休憩』 どうぞ越前の雄大な海を眺めながら心ゆくまでお過ごしください。
300043,1,道の駅「南えちぜん山海里」,0778-47-3690,919-0203,南条郡南越前町牧谷39-2-2,136.06787,35.826328,9：00～16：00,水曜、年末年始（12月29日～1月3日）,https://kineno-nanjo.com/,"南えちぜん山海里は、こだわりメニューでおもてなしするオープンキッチン7店舗の飲食エリアと、地元農産物や北陸のお菓子類、県内の商工会が推奨するお土産や工芸品の物販エリア、滑り台でキッズプレイルームと屋外公園を接続するキッズエリアでお客様を迎えます。
旅の一休みや観光の出発点として道の駅南えちぜん山海里に遊びにきねの！"
300044,1,北前船主の館　右近家,0778-48-2196,915-1111,南条郡南越前町河野2-15,136.068248,35.826251,9:00～16:00,水曜,http://www.minamiechizen.com/tabid/196/Default.aspx,国道305号線沿いに、当時の栄華を偲ばせる見事なたたずまいを見せながら、「北前船主の館・右近家」があります。全盛期には約30余隻を有した右近家の繁栄ぶりは、上方風切妻造瓦葺二階建の邸宅をはじめ、贅を尽くした西洋館などに見ることができます。
300044,2,観光案内所「どっときたまえ」,0778-48-2240,915-1111,南条郡南越前町河野2-16 商工会館内,136.067934,35.826245,9:00～16:00,水曜,-,北前船主館・右近家」のすぐ前にある観光案内所。「北前船」と「．COM→どっとCOME」をモチーフに、そして「どっと来て」に引っかけて「どっときたまえ」という名前に
300044,3,ファミリーマート＋ハーツ河野北前船主通り店,0778-67-7189,915-1111,南条郡南越前町河野1-89,136.066755,35.827297,6:00～23:00,無休,-,
300045,1,今庄宿,0778-45-1111,919-0131,南越前町今庄75-39-2,136.197485,35.7731216,-,-,http://www.imajo-syuku.com/,町並は今もなお、昔の面影を残し、素朴な雰囲気を漂わせています。角を曲がって路地裏に足を踏み入れると、そこはもう時代劇の宿場町、タイムスリップ気分が味わえるはず。
300045,2,観光案内所（JR今庄駅）,0778-45-0074,919-0131,南条郡南越前町今庄74号3番地の1,136.198775,35.773168,-,-,-,
300045,3,古民家レストランらんたん屋,0778-45-1710,919-0131,福井県南条郡南越前町今庄2字7-1（85－14）,136.197515,35.784213,11:00〜15:00、18:00～22:00（予約は応相談）,毎週水、木曜日（祝日は営業）,https://restaurant-rantan.com/,"満点の星空のなか、夜空に舞うLEDスカイランタンと
厳選された食材や夜カフェを楽しみませんか。
浜山里の幸を、のどかなロケーションのなか、ゆっくり過ごすように、食す。
越前海岸まで車で20分の好立地を生かした新鮮な“浜めし”や田舎のおばちゃんが料理するなぜかホッとする“山めし”や“里めし”を、自然に恵まれた里山のなかで、食してくださいませ。"
300046,1,日本海さかな街,0770-24-3800,914-0125,敦賀市若葉町1丁目1531番地,136.049895,35.634573,10:00～17:30,"１月１日（土）、1月１２日（水）～１３日（木）、
２月９日（水）、３月９日（水）、
４月１３日（水）、５月１１日（水）～１２日（木）、
６月８日（水）、９月１４日（水）、１０月１２日（水）",http://www.sakanamachi.info/,敦賀港とその周辺でとれる新鮮な魚が買える「日本海さかな街」は、県内外から、連日多くのお客様が訪れています。
300047,1,氣比神宮,0770-22-0794,914-0075,敦賀市曙町11-68,136.074701,35.654959,6：00～17：00,無休,https://kehijingu.jp/,仲哀天皇ほか六座を祀り、「越前一の宮」「北陸道の総鎮守」とも称される古社です。佐渡ヶ島から漂着したムロで建立したと伝わる大鳥居は、木造としては、「広島・厳島神社」「奈良・春日大社」と並ぶ「日本三大木造大鳥居」のひとつで、国の重要文化財に指定されています。
300047,2,中道源蔵茶舗,0770-22-4507,914-0063,敦賀市神楽町1丁目1-8,136.072474,35.654368,10:00〜18:00,月曜,https://nakamichi-genzo.com/,"「日本茶を日常に届ける」

時に「茶の間」のような、
家族や友人との団らんの場所であったり、
時に「晴れの日」の
特別な記念日の場所であったり、
これからも中道源蔵茶舗はたくさんの人により添える場所でありたいと思います。"
300047,3,カグール,0770-20-0015,914-0063,敦賀市神楽町1丁目1-5,136.072876,35.654399,9:00～17:00,火曜,https://minato-tsuruga.jp/asoberukouen-kaguru/,"2021年6月 、氣比神宮前のビルの1階に遊べる公園「カグール」が多目的広場としてオープンしました。
　ここは訪れる人によって様々な使い方ができるように多目的なスペースになっています。"
300048,1,敦賀観光案内所,0770-21-8686,914-0055,敦賀市鉄輪町1丁目1番19号 敦賀駅交流施設［オルパーク］内,136.075958,35.645077,8:00～19:00,無休,https://www.turuga.org/,ＪＲ北陸本線の敦賀駅に隣接する、交流施設オルパークの中に設けられた新しい観光案内所です
300048,2,敦賀マンテンホテル駅前,0770-25-0100,914-0059,敦賀市国広町401-4,136.076927,35.646142,-,-,https://www.manten-hotel.com/tsuruga/,ＪＲ敦賀駅徒歩１分・男女別大浴場・シモンズ社製ベッド・個別ルームエアコン・温便座シャワートイレ・和定食と選べる小鉢バイキング ☆ 安心・快適・清潔空間をご提供いたします
300049,1,敦賀赤レンガ倉庫,0770-47-6612,914-0072,敦賀市金ケ崎町4-1,136.074187,35.661453,"ジオラマ館：9：30～17：30最終入館17：00）
レストラン館：9：30～22：00（各店舗によって営業時間は異なります）",水曜日（祝日の場合その翌日）、年末年始,https://tsuruga-akarenga.jp/,"天然の良港、敦賀港は、わが国の表玄関として古くから栄えてきました。潮の香りが漂う岸壁の近くには古い倉庫が並び、港町独特の風情を醸し出しています。県道敦賀港線沿いの本港の東側に、明治期に外国人技師の設計によって建てられたレンガ倉庫があり、石油貯蔵庫や昆布貯蔵庫として使用されていました。また、県道を挟み、西側には鉄筋平屋建の倉庫などが立ち並び、敦賀港の繁栄ぶりを今に伝えています。
平成27年10月14日にリニューアルオープンし、この敦賀の赤レンガの北棟が鉄道と港の『ジオラマ館』、南館が赤レンガ空間を楽しみながら食事ができる『レストラン館』として、生まれ変わりました。"
300049,2,金ヶ崎宮,0770-22-0938,914-0072,敦賀市金ヶ崎町1-4,136.074058,35.666018,-,-,http://www.turuga.org/places/shiroato/shiroato.html,後醍醐天皇の皇子を守って新田義貞が足利軍と戦った地で、戦国時代には、織田信長の越前朝倉攻めの折、窮地を救った豊臣秀吉の殿（しんがり）の地として知られ、国の史跡に指定されています。
300049,3,人道の港敦賀ムゼウム,0770-37-1035,914-0072,敦賀市金ケ崎町23-1,136.072832,35.66353937,9:00～17:00,水曜日（祝日の場合はその翌日）、年末年始,https://tsuruga-museum.jp,"【2020年11月3日リニューアルオープン】

敦賀港は、明治から昭和初期にかけて、ヨーロッパとの交通の拠点としての役割を担い、1920年代にポーランド孤児、1940年代に「命のビザ」を携えたユダヤ難民が上陸した日本で唯一の港です。
資料館「人道の港敦賀ムゼウム」では、数々の苦難を乗り越えて敦賀に降り立ったポーランド孤児とユダヤ難民の史実を中心に、当時の敦賀市民の証言やエピソードのほか、今も続く関係者との心温まる交流を紹介し、命の大切さと平和の尊さを発信しています。

2020年11月3日リニューアルオープンの新たなムゼウムでは、大正から昭和初期にかけて敦賀港に実際にあった建物４棟（※）を復元した外観となっており、館内には、人道の港の歴史を紹介するシアターやアニメーションを利用した展示などを設けています。

※復元した建物４棟…国際航路で荷揚げされた荷物の検査を行う「税関旅具検査所」、欧亜国際連絡列車が運行した「敦賀港駅」、港の荷捌きなどを行っていた「大和田回漕部」、ウラジオストク間の定期航路を運航した「ロシア義勇艦隊事務所」"
300049,4,金ヶ崎緑地休憩所,0770-47-5738,914-0072,福井県敦賀市金ケ崎町44-1,136.064667,35.666733,9:00～17:00,年末年始（12月29日から1月3日）,https://www.city.tsuruga.lg.jp/about_city/cityhall-facility/shiyakusho_shisetsu/gaibushisetsu/kanegasakiryokuti.html,入館料は無料で、飲食も可能。 暖房もかかっていますので快適に利用できます。
300049,5,敦賀鉄道資料館（旧敦賀港駅舎）,0770-21-0056,914-0079,敦賀市港町1-25,136.0728077,35.6607879,9：00～17：00,毎週水曜日(祝日の場合は翌平日）、年末年始,http://www.turuga.org/places/minatoeki/minatoeki.html,とんがり屋根が印象的な旧敦賀港駅舎。「欧亜国際連絡列車」の発着駅としてかつて重要な位置を占めていた敦賀港駅舎を1999年の「つるがきらめきみなと博２１」開催時に再現したものです。敦賀は古くから大陸への玄関口として栄え、近代に入ると日本海側で最初に鉄道が走るなど、港と鉄道の街として発展してきました。時代背景を交えながら敦賀の鉄道に関する歴史を紹介し、鉄道資料や列車模型などを展示しています。
300050,1,敦賀市立博物館,0770-25-7033,914-0062,敦賀市相生町7-8,136.06875,35.656539,10：00～17：00,毎週月曜日・休日の翌日・年末年始,https://www.city.tsuruga.lg.jp/about_city/news_from_facility/gaibu_shisetsu/hakubutsukan/museum.html,建物は昭和２年に郷土の偉人・大和田荘七が建てた旧大和田銀行本店です。国の重要文化財に指定されており、当時の敦賀港の繁栄を象徴する豪華なつくりで、北陸で最初のエレベーターや大理石のカウンター、見上げるほどの大金庫など建物そのものも見所満載です。
300050,2,キトテノワ,0770-21-0220,914-0062,敦賀市相生町１４−２９,136.068039,35.656219,11:00～17:00,月、火,http://kitotenowa.com/,古い街並みが今も残る、敦賀市相生町の町屋カフェ。高い天井に大きな窓で開放感たっぷり。2階からのんびり街並みを眺めることもできる。人気メニューは農家から直接仕入れた野菜をたっぷり使った栄養満点のランチ。厳選した素材選びはカフェメニューも同じで、おススメのワッフルには天然酵母を使用。
300050,3,敦賀ヨーロッパ軒本店,0770-22-1468,914-0062,敦賀市相生町２−７,136.070163,35.656081,11:00～13:40、16:30～19:30,月、火,http://yo-roppaken.gourmet.coocan.jp/,カジュアルで庶民的な雰囲気の店内には小上がり席も完備。名物のソースカツ丼の他、ミンチカツ丼やとんかつランチも提供する。
300051,1,道の駅「若狭おばま」,0770-56-3000,917-0024,小浜市和久里24-45-2,135.763087,35.491972,9：00～18：00　＊季節により異なる,,http://obamakankokyoku.com/,小浜市初となる道の駅「若狭おばま」は小浜市の玄関口として、観光やイベント等の様々な地域情報を発信すると共に観光客の皆さまを市内へと案内し、地場産農林水産物や市内特産品、地場産食材を召し上がっていただき、小浜市全体の産業の振興を図ることも目的としております。
300052,1,小浜町家ステイ（宿7軒）,0770-56-3366,-,-,35.492373,135.736746,-,-,https://www.obama-machiya-stay.com/,"福井県小浜市の重要伝統的建造物群保存地区を中心に古くから残る古民家をリノベーションし、
若狭・小浜の歴史ある町並み　一棟貸しの古民家宿
「小浜町家ステイ」を展開しています。"
300053,1,若狭フィッシャーマンズワーフ,0770-52-3111,917-0081,小浜市川崎1丁目3-2,135.740114,35.500243,"4月～11月　8:30～17:00
12月～3月　9:00～17:00",無休,http://www.wakasa-fishermans.com/,"若狭フィッシャーマンズ・ワーフでは、日本海が誇る奇岩の名勝「蘇洞門（そとも）」をめぐるクルージングを楽しめるほか、海を眺めながら食事を堪能できるレストランや、若狭の土産が手に入るお土産コーナーがあります。
また、鮮度抜群の握り寿司や刺身定食などが味わえる食事処「海幸苑」や、食事＆テイクアウトの「とれとれ寿司」（朝から営業するので朝食に利用も可能）、冬期限定で、若狭牡蠣（わかさがき）を蒸し牡蠣、焼き牡蠣で味わう牡蠣小屋も営業しています。"
300054,1,御食国若狭おばま食文化館,0770-53-1000,917-0081,小浜市川崎3丁目4,135.737724,35.501375,"9：00～18：00（11月～2月は9:00～17:00）
足湯は冬期間（12月～4月上旬）閉鎖いたします。",毎週水曜日（祝日は開館）、年末年始　※温浴施設は毎月第3水曜日とメンテナンス日,http://www1.city.obama.fukui.jp/obm/mermaid/,"御食国若狭おばま食文化館には、食にまつわる歴史・文化や
伝承料理などを展示する「ミュージアム」、
郷土料理などを作り味わう「キッチンスタジオ」、
若狭塗箸など伝統工芸体験ができる
「若狭工房」、癒しを提供する「濱の湯」があり、
若狭おばまの魅力を満喫できます。"
300054,2,お食事処 御食国若狭おばま 濱の四季,0770-53-0141,917-0081,福井県小浜市川崎3丁目5番,135.737182,35.500901,"平日・土日祝　　11:00～14:30
(ラストオーダー：閉店の30分前)","毎週水曜日(祝祭日の場合は営業)
年末年始(不定休)",http://www1.city.obama.fukui.jp/obm/mermaid/hamanoshiki/,濱の四季はそれぞれの季節に、若狭おばまだからこそ味わえる品々を心を込めてご用意しております。
300054,3,御食国若狭おばま 濱の湯（施設内）,0770-53-4126,917-0081,福井県小浜市川崎3-4,135.736701,35.500852,10:00～23:00,第3水曜日,https://hamanoyu.biz/,美しい小浜湾の眺望を見晴らす、『濱の湯』。館内では、『海草（あまも）風呂』、『美人の湯』､『漢方薬草風呂』､『竹炭水風呂』という小浜ゆかりの4つの湯めぐりが楽しめます。
300055,1,福井県立若狭歴史博物館,0770-56-0525,917-0241,小浜市遠敷2丁目104,135.7850016,35.4841384,9：00～17：00（入館は16:30まで）,原則第2・4月曜日・館指定日・年末年始(12月29日～1月2日)　展示替えや点検等のための臨時休館日,http://wakahaku.pref.fukui.lg.jp/,若狭地方の豊かな歴史や民族文化をわかりやすく紹介しています。この地域のガイダンス拠点として、各地見学のための基礎情報が得られます。
300056,1,小浜市まちの駅,0770-52-2000,917-0069,小浜市小浜白鬚111番1,135.7415527,35.4953026,"■観光情報提供・休憩施設・屋外広場
　　9：00～20：00（冬季18：00まで）　　　　　　　　
■特産品販売・フードコート
　　11：00～19：30（冬季17：30まで）
■レンタサイクル　
　　9:00～17:00（最終受付16:00）",火曜日・年末年始(12月29日～1月3日),http://www.obama-machinoeki.net/index.php,"平成２８年５月１日（日）に「小浜市まちの駅」がオープンしました。福井県内で唯一現存する明治期の芝居小屋「旭座」を移築復原。観光案内・物販、休憩施設等と併せ、小浜西組重伝建地区へのまち歩き観光拠点になります。
落語を含めた様々なイベントが定期的に実施されています。"
300056,2,小浜市鯖街道ミュージアム,0770-64-6034,917-0084,福井県小浜市小浜広峰１７−１,135.742489,35.495493,午前9時から午後5時,毎週火曜、12月29日～1月3日,https://www1.city.obama.fukui.jp/kanko-bunka/kanko/meshoto/77.html,令和2年3月8日オープン。日本遺産に認定された「鯖街道」をはじめ、鯖街道と深い関わりのある、もう一つの日本遺産「北前船寄港地・船主集落」を含めた小浜市の文化財や祭礼等を紹介する日本遺産ガイダンス施設です
300057,1,明通寺,0770-57-1355,917-0237,小浜市門前5-21,135.804448,35.453566,9時～17時（16時30分最終受付）※12月～2月は16:30まで,無休,http://myotsuji.jimdo.com/,うっそうと繁った杉木立に囲まれて、ひっそりと木洩れ日を浴びながら、しかも威風堂々としてたたずむ国宝の本堂と三重塔をもつ明通寺。JR東小浜駅から５km離れた、松永川の上流、カジカの声がする幽谷にあり、藤原時代の仏像4体は、重要文化財に指定されています。
300058,1,箸のふるさと館WAKASA,0770-52-1733,917-0001,福井県小浜市福谷8-1-3,135.751469,35.522329,"平日　9：00～17：00
日曜・祝日　9：00～16：00","年末・年始・木曜日
※木曜日が祝日の場合と8月4日、8月13日～16日は開館しています。",https://wakasa-hashi.com/,小浜は日本一の箸の生産地です。ふるさと館では3千種類の箸の展示販売をしています。ギネス認定の世界最大の箸の展示もしています。箸作りの体験コーナーもあります。
300059,1,レインボーライン,0770-45-2678,919-1301,若狭町気山18-2-2,135.872599,35.60277,"【有料道路通行可能時間】5月～7月20日、9月　7:30～18：30、10～4月　8:00～18:00、7月21日～8月31日　7：00～19：00
【山頂公園営業時間】9：00～17：00（8/1～8/31の平日9：00～17：30、8/1～8/31の土日祝・お盆期間9：00～18：00、12/1～2/28　9：00～16：30、１/1　6：30～16：30）
5/1～9/20　7:30～18:30、7/21～8/31 7:00～19:00、4/1～4/30・10/1～3/31 8:00～18:00
【山頂公園営業時間】
4/1～7/20・9/1～11/30・3/1～3/31　9:00～17:00、7/20～8/31 9:00～18:00
※コロナ感染症拡大防止のため、7/21～7/31 9:00～17:00
　今後の営業時間も、その都度HPで発表
12/1～12/31・1/2,3 9:00～16:30、1/4～2/28　9:00～16:00、1/1 6:30～16:30
※走行時間を考え、30分前より入門できなくなります。",年中無休,http://www.mikatagoko.com/,美浜・若狭町にかけてひろがる、11.24㎞の有料道路です。第一駐車場からリフト・ケーブルカーで上った先にある山頂公園は、名勝三方五湖・若狭湾が一望できる360°パノラマビュー！足湯やソファーテラスなどの5つのテラスからの眺望は、まさに絶景！お好きな特製ランチボックスやスイーツと一緒にお楽しみください。
